income,credit_score,house_size,location,property_type,listing_date,realtor_rating,flood_risk,crime_rate,purchase_decision
60315.31854267497,349.0,1785,uptown,Multi-Family,17.7.2019,4.282784643067117,High,47.84390421431978,buy
95338.22298373246,830.0,2092,uptown,Multi-Family,12/12/2021,2.9094015924896053,Low,46.281421177213346,buy
55846.61068762439,359.0,1473,uptown,Single Family,2022-06-19,2.4032764373400624,High,42.71538378319657,buy
78876.38856292456,466.0,2103,rural,Single Family,15.12.2019,2.450239186236378,High,53.195246707829554,buy
85492.68106858674,501.0,2529,uptown,Condo,26.2.2021,4.2228581026728715,High,66.53617268492285,buy
51461.39056843834,445.0,1060,suburb,Multi-Family,2022-04-14,2.312717931190448,High,51.39887232839127,not buy
68809.492878764,738.0,1405,rural,Multi-Family,5/11/2022,1.836237494827384,Low,59.96118214911129,not buy
5174.653198618551,541.0,2092,uptown,Condo,2021-09-19,1.3387533675012273,Low,36.097780748465375,buy
459931.0,782.0,2230,suburb,Multi-Family,8/26/2023,2.8667724835376336,Low,-1.1802444485939247,buy
64948.636972136796,407.0,2369,uptown,Townhouse,4.1.2019,2.9285283956793675,Medium,39.02631681028933,buy
45044.33636070301,525.0,2055,downtowv,Multi-Family,2022-01-04,4.363634841611629,Medium,35.23075072468099,buy
102648.22607863271,731.0,2230,uptown,Multi-Family,8/1/2022,1.884954785784256,Medium,42.60628592540964,buy
41397.17244078735,718.0,2451,downtown,Multi-Family,5.12.2020,2.5239650946735996,High,61.91899334413573,buy
61199.11026606032,754.0,1792,uptown,Single Family,3/28/2021,4.233622955574764,High,59.500158286696454,not buy
72614.81154572182,459.0,1695,industrial_area,Townhouse,11/12/2019,4.2944944429958944,Low,52.430047220544,not buy
98825.4657813223,822.0,1915,uptown,Multi-Family,22.6.2019,2.538444303915073,Low,34.672994401100695,buy
41282.75697641121,376.0,2099,rural,Townhouse,13.1.2020,2.8364960931467236,High,48.03719348612063,not buy
93263.27504309919,808.0,1670,rural,Townhouse,2021-12-23,2.2131435633971317,Medium,53.01700008901736,buy
70204.66122039175,740.0,1803,downtown,Townhouse,3.11.2022,4.730219513677248,Medium,51.75536229578598,not buy
50369.82697904098,553.0,2198,rural,Condo,1/7/2019,1.4745750629663212,Medium,211.01606228580079,buy
79242.06948526541,619.0,2078,suburb,Multi-Family,2019-03-19,4.73499769200588,Medium,-2.826272259370266,buy
73981.1939114694,562.0,1907,industrial_area,Single Family,2023-11-15,3.735465807341373,Low,49.35922235851283,buy
57995.66245682411,673.0,1129,industrial_area,Single Family,2019-12-11,3.1262886107469248,Medium,55.3629090951719,not buy
71396.04169980038,466.0,1998,suburb,Single Family,12/5/2022,1.1306362431379835,Medium,28.038721789000537,buy
62293.7280627648,758.0,1514,downtown,Single Family,2019-04-13,2.902384767288033,High,48.37876024520141,not buy
72270.34690502496,579.0,2491,suburb,Multi-Family,2/11/2019,2.630992420010929,High,51.43048769878952,buy
83242.61349042093,601.0,1845,suburb,Single Family,2021-03-13,1.6448752479004902,Low,58.49611988516213,buy
101720.33632290704,830.0,1501,industrial_area,Townhouse,17.2.2020,3.6256384140026277,Medium,56.928575842374364,buy
45243.690023463016,517.0,1969,uptown,Condo,2019-10-21,4.884603629473143,Low,55.82571318808805,buy
112660.66749312534,401.0,2635,industrial_area,Single Family,2022-06-24,3.2487552442581005,Medium,42.00059493298066,buy
30958.244009549962,587.0,2315,industrial_area,Townhouse,20.7.2020,3.8590131057757833,High,30.919978628766923,buy
66964.29809928834,466.0,2109,rural,Single Family,2022-04-03,1.2738018102640671,Medium,46.06947242938599,buy
81766.34412969153,335.0,1336,suburb,Multi-Family,19.2.2020,2.670667983267979,High,60.0163182520856,not buy
75619.83735470065,652.0,2810,industrial_area,Townhouse,6/14/2022,1.4654339406579835,Low,63.93454527524432,not buy
57546.00960358812,372.0,1689,suburb,Multi-Family,9.4.2020,3.4511833421460416,Medium,57.10549102297785,not buy
65837.5549928545,1136.0,2466,rural,Single Family,18.4.2019,4.753928632856619,Low,54.29340822801734,not buy
60139.98130682334,369.0,1837,suburb,Townhouse,12/20/2023,3.647110929886554,Low,53.79639648385965,not buy
58212.704861115766,724.0,2418,industrial_area,Townhouse,2019-11-10,1.3072121932576861,Low,44.43881253239219,buy
86992.04194042049,816.0,2653,suburb,Townhouse,2023-10-17,2.4186648199403313,High,48.6993970644638,not buy
77140.30971930095,727.0,2324,rural,Single Family,2022-05-21,3.202653517763406,Medium,66.6906952582633,buy
56141.80809478692,838.0,2377,uptown,Condo,2020-08-13,2.612831024533009,Low,40.574419942081235,buy
87991.99750866502,459.0,1950,suburb,Condo,21.8.2020,4.334576041900689,High,66.14778790709852,buy
76145.99041753219,448.0,1783,industrial_area,Multi-Family,9/1/2019,18.591117576469166,Low,46.77971845507942,not buy
86257.2423767792,529.0,2069,rural,Condo,13.3.2021,3.4473240804128857,Low,63.25432109095078,buy
82592.57683847225,366.0,1830,industrial_area,Single Family,18.6.2022,2.493831780530821,High,35.93184990502462,not buy
53420.09978155856,680.0,3233,industrial_area,Townhouse,2020-08-25,2.0213454950529766,Low,55.859042011646494,buy
58796.37919606061,,1503,suburb,Townhouse,2019-10-03,1.4234972728525173,Low,42.63229864052378,buy
84945.87210246523,558.0,2501,industrial_area,Single Family,2021-04-02,2.419590733946216,High,35.847328080758125,not buy
82207.4053086693,641.0,2258,suburb,Townhouse,10.9.2022,2.652690068830878,Low,52.185340424109455,buy
69581.96812071704,429.0,2114,uptown,Condo,14.7.2023,3.7032917004162944,Medium,60.09471788595969,buy
72346.54766617564,471.0,2739,industrial_area,Multi-Family,21.2.2022,3.632639297190294,Low,41.550585614065035,not buy
95553.29791576849,508.0,2149,industrial_area,Single Family,10/5/2023,1.2804325585650278,Medium,35.00984039541599,buy
58168.5722232834,653.0,1682,industrial_area,Townhouse,3.5.2019,2.581037261724631,???,49.08155235665045,buy
80941.94762340076,770.0,2145,downtown,Single Family,3/18/2020,1.7271154688694477,Low,49.12564671222819,buy
65956.14695132212,415.0,1908,downtown,Condo,21.10.2022,1.6272508212672228,Medium,55.483196275544984,not buy
65646.3759354556,563.0,2251,rural,Townhouse,5/23/2019,4.309208598948984,Medium,59.495945713644886,buy
91975.5370397438,741.0,2406,downtown,Townhouse,2020-01-08,1.1676608668650301,Medium,49.40584818727506,buy
86508.3269797606,847.0,1570,rural,Townhouse,15.2.2022,2.6767315036084853,Low,68.55503314794262,buy
,752.0,2597,downtown,Townhouse,10.1.2023,1.6728146230660728,Medium,52.24234744535292,buy
96109.57614308658,776.0,1872,uptown,Single Family,1.2.2020,4.5173208627138965,Low,46.535734939931004,buy
70420.07683265518,586.0,2221,rural,Condo,2020-12-01,3.2281620531001405,High,33.88432640897172,not buy
83639.05942589928,602.0,2308,downtown,Condo,17.6.2022,1.925522545507392,High,47.37340479683832,not buy
224826.0,610.0,2183,uptown,Multi-Family,2021-03-12,3.0097091486655057,Low,46.63613054588864,buy
76483.32704976884,507.0,1945,downtown,Single Family,2021-12-04,3.9259454388124633,Low,59.6030479628147,buy
67397.1389126463,745.0,1755,suburb,Condo,9.7.2021,4.8324720356777355,High,54.62483624066854,not buy
71939.91929985436,354.0,1865,suburb,Single Family,23.5.2019,1.8817840169816757,High,38.206308783673826,buy
81903.14050873827,311.0,2782,uptown,Single Family,15.8.2019,4.54472708851738,Medium,51.72254386411038,buy
53635.58633533055,699.0,1567,industrial_area,Condo,16.1.2021,4.737216456669961,High,56.71531171729053,buy
111847.7455137092,814.0,1640,industrial_area,Multi-Family,6/6/2020,4.6656821781282645,Medium,65.28031359387833,buy
49879.65237000596,841.0,1618,suburb,Multi-Family,22.10.2019,3.5416574274476393,High,58.875039674140595,buy
45716.227744245356,536.0,2067,suburb,Multi-Family,24.4.2019,3.5192826177388308,High,57.60846654311478,buy
93162.21747000136,578.0,1237,industrial_area,Townhouse,2019-01-28,2.612842532735291,Low,50.60085994615164,buy
85833.25387925871,647.0,1323,rural,Condo,1/16/2020,4.009591529215152,High,53.883120054234496,not buy
82482.3963410431,403.0,1869,industrial_area,Townhouse,2022-03-06,3.1251760734037277,High,62.49504900706159,not buy
82566.9101852856,816.0,1356,downtown,Townhouse,24.12.2023,3.709752284913178,High,36.6722260252035,buy
69755.0645430617,547.0,1396,rural,Townhouse,2022-04-11,2.713831615395182,Low,46.50560672783044,buy
52054.91257028337,663.0,1359,downtown,Single Family,12/11/2022,3.9259858561725562,Medium,42.27431251243759,not buy
71516.09116387453,620.0,1576,suburb,Single Family,2019-10-12,4.297886070418196,High,53.79153118726124,not buy
56456.76576975777,585.0,2365,rural,Condo,2023-11-02,1.5857450264112645,High,62.302221756507876,buy
89502.39466835503,448.0,2477,downtown,Condo,9/2/2020,4.331718862296912,High,44.03025713278926,buy
67058.85236995723,383.0,2959,downtown,Single Family,8/28/2019,3.161186127161229,Low,26.09695632530562,buy
53490.05606414977,705.0,2941,rural,Single Family,3.6.2021,4.378663636360898,Medium,45.8777925497553,not buy
63572.283166940135,755.0,2393,uptown,Townhouse,2022-01-12,2.7252068253640584,Low,59.13473732017407,not buy
78258.62908551248,460.0,2513,industrial_area,Multi-Family,10/26/2021,2.51616194153214,Low,55.376299029498796,buy
58725.508943920504,759.0,2065,downtown,Multi-Family,4/15/2023,4.66024293006889,Medium,54.281862478105765,buy
53555.59208867137,849.0,2259,industrial_area,Multi-Family,2023-08-25,2.004677070193605,Low,47.200066981255205,not buy
74873.74422983825,799.0,2971,industrial_area,Multi-Family,2023-04-05,4.376849301144572,High,37.209692637802135,buy
74899.33142217445,808.0,2185,suburb,Multi-Family,8.1.2022,2.9360822900376164,High,55.15294321624467,buy
59861.1364925774,780.0,2576,industrial_area,Townhouse,27.11.2021,3.056381770205039,Medium,41.65718189965375,buy
60579.23388763354,413.0,1532,downtown,Condo,1.6.2019,2.233873125957936,Low,71.84096733380457,not buy
74640.99874715273,660.0,1666,suburb,Single Family,12/24/2022,3.2921688024760627,Medium,55.70507208354516,not buy
41038.313170053516,640.0,2156,rural,Townhouse,2019-04-17,2.3008447851048452,High,44.19351697446049,buy
41850.72451246889,748.0,2074,downtown,Multi-Family,2022-08-02,1.1570776569666092,Low,43.88614752611372,not buy
55631.11557495128,479.0,1690,suburb,Single Family,2021-02-02,2.087994421377424,Low,49.070557933864116,buy
65731.05696576305,706.0,3203,suburb,Townhouse,7/23/2023,1.0255161736263627,Medium,47.6049807797825,not buy
76218.15131196009,495.0,2086,industrial_area,Multi-Family,3.12.2022,4.913419148227426,High,61.16833775529955,not buy
99507.12433899104,765.0,1778,rural,Townhouse,5.9.2019,4.86298883927899,Medium,51.864161697440466,buy
87153.19246404039,610.0,2075,downtown,Single Family,19.2.2022,2.58062118988922,High,42.683682610914715,buy
66801.22940073146,561.0,2012,downtown,Condo,2019-07-22,3.913483417358584,High,68.90440685155782,buy
69619.67584194623,718.0,2093,industrial_area,Multi-Family,5/9/2020,2.3832243936417,Medium,50.49308331520223,not buy
49949.41270724383,705.0,1203,rural,Single Family,27.12.2022,3.684372628343904,Low,57.68839675968897,not buy
69629.7372801522,442.0,2645,downtown,Single Family,6/15/2021,4.221720172183916,Low,43.91773492555241,buy
64226.82722159723,641.0,2674,rural,Condo,2020-02-07,4.787024978768963,Medium,53.631156277445236,buy
325150.0,615.0,2735,downtown,Townhouse,2023-02-05,2.600849103398688,High,53.11109991143195,buy
53455.38112895354,400.0,2162,industrial_area,Condo,8/15/2020,4.133191931824191,Medium,31.103507079038472,not buy
80386.93028482345,543.0,2331,uptown,Condo,2/18/2022,2.063713802528475,Low,70.15275110460641,buy
100654.77826005155,789.0,1566,downtown,Townhouse,8/10/2020,4.961329215174594,Medium,62.906444609225474,not buy
67824.79703086284,311.0,2416,suburb,Townhouse,2021-02-03,1.1030783950574046,High,46.02804683854012,buy
78034.23444197883,538.0,2125,suburb,Townhouse,23.12.2021,3.414115226004484,High,38.977302595441444,buy
83802.87983422226,341.0,1769,uptown,Single Family,4/27/2019,3.6380239266053085,Low,53.47561613803552,buy
61975.59056228327,728.0,2432,downtown,Single Family,2020-02-23,,Medium,50.86697699414397,buy
74481.84963620834,457.0,2451,suburb,Multi-Family,2021-07-17,1.481550315156356,Medium,53.55668948563229,not buy
70251.8480156359,515.0,2030,suburb,Multi-Family,2021-05-27,4.754119133892521,High,51.91577396194089,buy
71953.52197097664,761.0,2219,downtown,Condo,7/28/2019,1.7247331162003312,High,55.06240989305926,buy
290827.0,433.0,1484,rural,Condo,2023-12-18,3.4910136129593643,Low,64.47305699391806,buy
70490.20348517885,366.0,2621,downtown,Multi-Family,2019-08-04,1.8907043164923398,Low,55.681032051286465,not buy
79959.965824909,306.0,1550,rural,Condo,2019-01-02,2.2288656680850836,Low,39.50344501090059,buy
99022.87215590084,825.0,1647,uptown,Townhouse,4/27/2020,3.1858341669124974,High,63.62562852712452,not buy
89185.41652170414,372.0,2031,industrial_area,Single Family,21.11.2021,2.668773674258306,Medium,66.40614563488288,not buy
113063.64915023113,698.0,2557,uptown,Multi-Family,10/19/2019,1.6409024039060252,High,81.52056734512085,not buy
54653.048742239014,704.0,2556,industrial_area,Single Family,2019-01-03,14.162627806879073,High,38.76505966760402,buy
87446.41273441356,429.0,1997,suburb,Multi-Family,3/3/2022,2.6725791526511986,Low,52.42882013150275,buy
73666.84011476704,765.0,2386,suburb,Single Family,2019-01-15,4.0291319131020025,Low,29.17901296811013,buy
113796.05866435345,505.0,1155,suburb,Multi-Family,14.10.2020,4.591858587391155,Low,55.53149156379209,buy
53834.03429289697,565.0,1640,rural,Single Family,8/1/2022,1.3365106490375314,High,44.517997018332274,buy
53205.56315638448,836.0,1650,industrial_area,Townhouse,2022-03-12,2.5724156302376042,Medium,-6.7998388691260825,buy
58012.14709111956,552.0,2626,suburb,Multi-Family,5/9/2020,1.4009822548915065,Medium,42.25385029981418,not buy
357702.0,588.0,2327,downtowj,Multi-Family,20.1.2020,1.0663699225303915,Medium,33.10816962032739,buy
59484.899566384775,463.0,2092,industrial_area,Multi-Family,4/21/2023,3.6468747305758265,Medium,45.2873625929748,not buy
54817.34676892604,394.0,2140,industrial_area,Townhouse,7/18/2022,3.409797767866351,High,30.245122287828625,not buy
73007.87572952415,409.0,2784,rural,Single Family,2/9/2019,1.6520764552595448,Low,57.5109945450731,buy
76835.11951554319,635.0,1914,uptown,Multi-Family,7.7.2020,1.9352513323722564,Low,29.349169537436794,not buy
107523.41678431773,537.0,1342,rural,Single Family,21.4.2023,1.0948310145780735,Medium,50.28457581183159,buy
89008.476763721,680.0,2543,suburb,Townhouse,26.7.2019,4.339788822777615,High,29.22188180143803,buy
,735.0,2090,downtown,Condo,8/18/2021,4.898762384194206,Medium,46.79702195463358,buy
52031.70657303284,782.0,2476,downtown,Multi-Family,10/17/2021,1.5418381471787632,Medium,66.43378155804534,buy
79838.38343013011,324.0,1977,suburb,Townhouse,2022-05-06,1.9259008550611925,High,53.60647891435795,buy
43595.335859587154,416.0,1580,downtown,Single Family,2021-10-08,4.473638095787736,Medium,41.36506395035066,not buy
106629.17531708707,781.0,2201,rural,Multi-Family,1/26/2021,4.705855191824739,Low,49.68796511060916,buy
93588.80241442574,691.0,2005,rural,Single Family,25.6.2023,2.6785095312272413,High,50.18016872044446,buy
60616.4869579059,836.0,2092,suburb,Condo,2020-03-04,1.2024898890762965,Medium,54.72630345843406,not buy
35737.30941818245,378.0,2808,downtown,Multi-Family,18.5.2020,1.1575673347712776,Low,36.331416367191736,buy
97077.44748330826,472.0,1450,industrial_area,Multi-Family,4/19/2019,3.2957994642760418,High,55.92567273847331,buy
67709.20309494765,311.0,2142,uptown,Single Family,2021-03-06,2.571580435572716,Medium,22.95608368397225,not buy
94756.32623946923,427.0,1590,industrial_area,Multi-Family,26.6.2023,1.114609710310618,Medium,43.70115447636189,not buy
38111.44682411266,391.0,704,rural,Townhouse,1.10.2021,3.333009569250227,Low,45.117261575484555,buy
58012.499540924546,842.0,1975,rural,Townhouse,2021-10-19,1.0452101463560899,High,56.33326826071239,not buy
70104.87399436366,831.0,2015,rural,Condo,4/27/2023,4.149487832597092,Medium,50.22630852676869,not buy
70939.61187529484,746.0,2311,rural,Townhouse,5/6/2023,2.2257312908134863,Low,35.944369461437134,buy
60998.69057041513,689.0,1891,uptown,Condo,2019-02-02,1.1610320120369284,Low,40.15006874182985,not buy
82456.99864694997,342.0,1255,suburb,Single Family,1.4.2023,3.3534088839326133,Medium,51.98680009547407,buy
48647.59141234811,553.0,1588,rural,Single Family,11.1.2022,2.5907376577322188,Medium,49.20932658135444,not buy
67152.41029957413,429.0,2658,downtown,Condo,11.3.2020,4.8952016534285985,High,44.20875890364253,buy
72405.91263423797,359.0,1581,uptown,Townhouse,2020-06-02,3.1767946500148088,Low,45.19166210488021,buy
,766.0,2791,rural,Townhouse,2020-10-23,2.100956724148033,Low,56.961679971592886,buy
84232.2975617778,586.0,2524,downtown,Condo,9/28/2019,3.837755458535899,High,44.82307427130785,buy
47507.15816324262,816.0,1841,rural,Condo,23.6.2019,2.0859680101708453,Medium,49.119087559709264,not buy
39317.716585287555,766.0,1635,suburb,Single Family,10/4/2022,4.61697316563026,High,71.69936588080543,not buy
95553.53643797018,644.0,2523,uptown,Condo,2021-06-05,2.4988878820295057,High,35.76317363116077,buy
76646.28023959184,681.0,1879,suburb,Townhouse,16.11.2022,3.199474251104821,High,31.481572684253415,buy
233320.0,552.0,1227,uptown,Condo,23.3.2021,1.2022924152969154,High,57.83589664798607,buy
101023.03951045046,355.0,2281,rural,Condo,8.6.2023,2.704484951808923,High,43.21356938705897,buy
72313.49268585717,762.0,2208,rural,Condo,3/13/2023,4.32945415864398,Low,46.8176247225738,buy
93585.94368127652,756.0,2568,uptown,Single Family,6.3.2021,4.222595221453368,Medium,42.18843621868886,not buy
71350.36962820218,382.0,2174,downtown,Condo,12/19/2019,1.897274235414105,Low,47.40199859232487,buy
111214.95849763975,398.0,1725,downtown,Multi-Family,6.1.2023,1.9043162840422507,High,65.98538112096341,buy
105106.81684886408,448.0,2634,rural,Multi-Family,8.10.2021,4.269221248852947,Low,58.021284586181196,buy
65020.71703041853,628.0,2683,rural,Multi-Family,2023-02-16,4.721593680677302,Medium,58.62223511886977,buy
89431.4190190871,455.0,2116,suburb,Townhouse,2021-12-03,1.3814436850920142,Medium,35.837729442073545,buy
82907.51899170295,489.0,2030,rural,Townhouse,6.6.2021,2.800234557704901,High,38.488462634471304,not buy
97372.63115064698,793.0,1338,uptown,Condo,22.12.2019,2.349817115856916,Medium,21.60921340514573,buy
50701.53078839791,562.0,1696,downtown,Multi-Family,8/1/2021,4.482753821829757,Medium,41.90619178917246,buy
83721.02919996879,379.0,2380,downtown,Single Family,2020-04-23,1.334099658720075,High,59.567031863856585,buy
91168.48973699176,699.0,1721,suburb,Multi-Family,2021-05-26,1.8445037702321496,Low,55.16946515748371,buy
34825.21027153771,559.0,1271,downtown,Multi-Family,1/13/2019,4.009873350345977,Low,47.784867370478764,not buy
46334.829746684496,400.0,3747,downtown,Townhouse,3/14/2022,1.2051753959248623,High,49.77699716281947,buy
29215.356444797988,658.0,1268,industrial_area,Townhouse,6/18/2022,2.970141522857157,Low,43.11114457424594,not buy
64611.86331110884,679.0,3128,uptown,Single Family,26.8.2019,2.76842813871888,High,52.04758882401784,not buy
84350.84511591925,520.0,1846,industrial_area,Townhouse,2020-03-15,2.3376047159549946,High,57.65878279480615,buy
100047.14104192056,719.0,1957,downtown,Single Family,5/1/2019,2.578289261275695,High,33.84113212589527,buy
71481.8956083955,423.0,1663,suburb,Townhouse,2/3/2021,3.1197623477209317,Low,52.99647687837348,not buy
102572.31091142584,721.0,2391,suburb,Multi-Family,6.7.2020,1.6454694335535325,Low,59.32434870954667,buy
42397.970835702174,530.0,1280,downtown,Multi-Family,9/3/2019,3.287983513134371,Medium,45.848997110366305,buy
35932.35121289691,362.0,1079,rural,Single Family,not_a_date,4.221729317199945,High,57.00700612120583,not buy
68889.04602206762,784.0,2805,industrial_area,Single Family,2019-07-21,4.040643719160636,High,78.14654444472552,not buy
77681.30897878614,782.0,1598,downtown,Townhouse,2023-07-06,1.6155996187750947,High,48.95657207013108,not buy
69346.10503811814,818.0,2373,suburb,Townhouse,2019-06-07,1.5969978789658956,Low,53.93307050005323,buy
28651.15799920247,454.0,1457,suburb,Single Family,18.12.2022,2.0726974709796533,Medium,42.61942916338609,not buy
68217.59920974424,391.0,2354,industrial_area,Single Family,5/22/2023,2.444298905364149,Low,51.8125116260205,not buy
43910.609989902936,825.0,2841,uptown,Multi-Family,2021-04-04,2.6338223256339304,High,54.60271624982304,buy
83393.45097660077,754.0,1736,downtorn,Multi-Family,10/18/2022,3.718788867333381,High,51.94842340270138,buy
77331.96492193696,809.0,1033,downtown,Single Family,2020-01-12,1.2267217286633416,Low,39.80304680291143,buy
51202.40427345289,482.0,2844,uptown,Multi-Family,10.2.2022,1.1386908169042655,Medium,52.06361771325451,buy
59722.66165326613,685.0,2463,industrial_area,Condo,2023-08-07,2.567642251775636,Low,64.62195938717636,buy
48815.729562220964,704.0,1763,industrial_area,Townhouse,6.4.2019,3.788654768551922,High,54.486357645145276,buy
68746.41805453657,545.0,1891,suburb,Multi-Family,2021-02-16,1.7737413718259303,High,59.619871890718414,buy
89102.84641002477,770.0,1444,uptown,Condo,7/16/2021,3.566017925025007,High,47.629880299873726,not buy
50285.47907328913,722.0,2710,industrial_area,Single Family,21.2.2021,2.039312551761198,Low,57.4990023942371,not buy
80080.93031035688,364.0,1732,rural,Multi-Family,3/12/2022,4.544344435254065,Low,52.792678382165256,not buy
59394.84763255119,312.0,1290,downtown,Single Family,2021-03-15,4.582759777066466,Medium,40.49089270312768,not buy
54142.543354753114,512.0,2106,suburb,Townhouse,8/15/2021,2.189148817125306,Low,53.18521004798875,buy
67859.39280090884,541.0,1569,uptown,Single Family,2020-05-19,1.919975015852962,High,40.0830333655969,not buy
49295.153551612515,792.0,1484,suburb,Condo,2020-12-22,2.645215888264925,Low,43.67119725115208,buy
,512.0,1784,industrial_area,Single Family,12.11.2019,1.9621263407205949,Medium,51.893283072923744,buy
46042.44214822303,637.0,2043,industrial_area,Condo,8.10.2022,3.6895353731668146,Medium,52.97244273380124,not buy
109294.50265832778,472.0,1309,rural,Multi-Family,27.7.2019,4.304258738193142,Medium,38.10767534922871,buy
70705.27103943458,463.0,2692,downtown,Multi-Family,9/22/2022,3.692368523644868,Medium,60.53985771182876,not buy
56005.489840148286,764.0,2338,uptown,Condo,4/16/2023,4.297401788997398,Medium,55.72006278300473,not buy
74279.59821468443,796.0,1817,suburb,Townhouse,28.7.2019,2.5879686488298965,High,42.95271564389116,not buy
67753.4390061834,694.0,1548,downtown,Townhouse,19.9.2019,1.6252678828354434,High,34.624152035508246,not buy
65580.60800933554,607.0,1955,industrial_area,Townhouse,2023-11-20,3.9518037895903686,High,48.55095420918569,not buy
82283.3340008685,482.0,2449,downtown,Multi-Family,2019-08-06,2.4418980205662155,Medium,45.540562861388395,buy
85150.1542009461,809.0,2372,suburb,Multi-Family,2020-04-05,3.68508330091653,Low,51.13140457053023,buy
59389.97704778945,845.0,2529,downtown,Townhouse,2/22/2022,2.0825757679270627,Low,46.36883338844434,not buy
58483.635187106396,526.0,1759,industrial_area,Single Family,5.11.2020,1.3249185392266907,Low,29.925431392549903,buy
64498.96605696712,735.0,537,downtown,Townhouse,2021-06-24,4.9703271819510535,Low,46.11653061698841,buy
23961.576705288302,721.0,2623,uptown,Single Family,7/18/2019,1.6248060317223971,Low,46.94380888931687,buy
39696.17875602895,320.0,1916,downtown,Townhouse,6/28/2023,4.953683975853924,Low,56.33661024774059,buy
97337.48534889049,696.0,2333,uptown,Single Family,2023-08-28,4.90911973026579,High,43.0180032538895,not buy
102899.35427002568,404.0,2834,downtown,Multi-Family,10/17/2023,4.175272415632159,High,66.78674673372566,not buy
65019.27920887243,491.0,3217,industrial_area,Townhouse,2019-07-05,3.6376918483279903,Medium,30.88359449348243,buy
81531.13926111533,316.0,1675,rural,Townhouse,2023-10-19,3.311228201004339,High,63.111674978026244,buy
76225.00309087073,419.0,2066,rural,Condo,2019-10-25,4.464406181511339,High,47.756810291218954,not buy
131577.61616910476,692.0,2683,uptown,Townhouse,9/12/2021,2.1577580864779518,High,58.595848723435566,buy
92391.49822869153,724.0,1577,uptown,Single Family,7/21/2021,2.870724849939508,Low,50.79801484058733,buy
67441.64817038467,428.0,1708,rural,Condo,2023-10-16,3.4775598774660077,High,61.39555536025469,buy
50889.191187991484,429.0,1705,industrial_area,Townhouse,2020-05-13,2.6447619034779644,Low,46.12638035447189,buy
37871.07359484855,328.0,1985,industrial_area,Townhouse,22.10.2023,2.709945816361072,Low,39.01379574822188,not buy
74069.27271734446,396.0,1889,downtown,Multi-Family,1/13/2022,2.3211386700083376,High,64.20504287271064,not buy
54872.98509431393,309.0,1703,uptown,Condo,1/24/2020,3.256927266738144,Low,48.86519354117859,buy
41554.925808046515,541.0,1517,industrial_area,Single Family,6/1/2021,4.402298112060464,Medium,52.21558473624211,buy
57068.54231514947,531.0,2405,suburb,Townhouse,5/9/2021,1.8061135120252514,Low,62.34751914044795,buy
48369.0399277121,583.0,2668,downtown,Multi-Family,4/5/2019,4.737732155013766,High,39.68044757905565,buy
103742.83270145129,499.0,2741,downtown,Townhouse,9.6.2022,3.7563506149929187,Medium,55.95490897639257,buy
87632.79513898901,378.0,1759,rural,Condo,not_a_date,4.293092850720121,Low,44.10105243537109,buy
69840.54717366766,472.0,2426,uptown,Single Family,8/7/2020,3.2247627705200466,High,48.67830644355628,buy
99598.88277780052,766.0,2118,industrial_area,Multi-Family,9/28/2022,4.1180668056962535,High,50.72278965384289,buy
71547.36615295237,715.0,1714,industrial_area,Townhouse,2019-09-26,1.0648015893578688,Medium,34.997781385530644,buy
52774.31597343473,748.0,2367,downtown,Single Family,23.5.2019,4.273521699118141,High,42.211629571795655,buy
100462.48154539315,386.0,1691,uptown,Townhouse,25.3.2022,1.160555436341466,High,63.51072892413139,buy
80778.20087369317,400.0,1811,uptown,Townhouse,2023-01-06,,Medium,58.86191188584796,buy
49255.07691347087,307.0,1311,uptown,Condo,2020-01-08,4.967850988954574,Low,49.37360422672765,not buy
66193.22643832784,499.0,1767,rural,Condo,12.1.2022,2.1762698487071113,Medium,52.431234585128934,not buy
52487.634932304856,804.0,2126,industrial_area,Townhouse,5/12/2020,1.8412742251431746,Medium,47.05757494363542,buy
42344.00538071328,386.0,2784,uptown,Multi-Family,2023-07-21,4.061453455432163,Medium,63.56583385827982,buy
88523.55095063282,342.0,1823,rural,Condo,4/12/2019,2.012105363681013,Low,47.99647422205836,buy
108188.33280940261,684.0,1480,suburb,Condo,8/6/2023,4.462249532688814,Low,52.31842092134848,buy
42028.64852361717,734.0,2748,downtown,Condo,9/12/2023,1.4113703686299068,Low,61.460301441420654,buy
81259.38473381141,707.0,1747,industrial_area,Condo,24.5.2020,1.503820785517433,Low,42.226285151540935,buy
56987.14861756346,782.0,1125,industrial_area,Single Family,5/1/2019,4.916606220402462,Low,65.58789184496894,not buy
60257.49232470608,316.0,2066,downtown,Townhouse,28.3.2019,3.6953555930800186,Medium,34.69538590256623,buy
58152.121515222614,447.0,1837,suburb,Single Family,2020-04-21,4.387548897715812,Low,66.29642131112799,not buy
52720.18460640368,576.0,3150,rural,Single Family,5/21/2020,2.297317509406072,Medium,46.27324416048025,buy
70970.43255889654,531.0,2237,downtown,Townhouse,28.1.2023,3.7059349980824177,Medium,47.57301252174718,buy
53380.997671779245,665.0,1926,rural,Condo,5.8.2019,3.376967309234389,Low,31.09989828817057,buy
75409.13651559678,527.0,1537,rural,Multi-Family,2020-10-26,3.412600480491788,High,45.452052826223074,buy
